
Ecm Reference,Branch Name,Case Creation Date,Customer Name,Amount,Currency,Primary Owner,Case Status,Last Action Taken By,Product,Product Type,Event Name,Applicant Id,Expiry Date,Beneficiary Name
LIST-20220428113636,,28/04/2022 11:36:36,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220428114215,,28/04/2022 11:42:15,,,,,Sanction New,admin,,,,,,
LIST-20220428114359,,28/04/2022 11:43:59,,,,,Sanction New,admin,,,,,,
LIST-20220428114525,,28/04/2022 11:45:25,,,,,Sanction New,admin,,,,,,
LIST-20220428115456,,28/04/2022 11:54:56,,,,,Sanction New,admin,,,,,,
LIST-20220428120641,,28/04/2022 12:06:41,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220428120914,,28/04/2022 12:09:14,,,,,Sanction New,admin,,,,,,
LIST-20220428121004,,28/04/2022 12:10:04,,,,,Sanction New,admin,,,,,,
LIST-20220428121101,,28/04/2022 12:11:01,,,,,Sanction New,admin,,,,,,
LIST-20220428123044,,28/04/2022 12:30:44,,,,,Sanction New,admin,,,,,,
LIST-20220428123224,,28/04/2022 12:32:24,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220428132922,,28/04/2022 13:29:22,,,,,Sanction New,admin,,,,,,
LIST-20220428141130,,28/04/2022 14:11:30,,,,,Sanction New,admin,,,,,,
LIST-20220428142113,,28/04/2022 14:21:13,,,,,Sanction New,admin,,,,,,
LIST-20220428142658,,28/04/2022 14:26:58,,,,,Sanction New,admin,,,,,,
LIST-20220428143000,,28/04/2022 14:30:00,,,,,Sanction New,admin,,,,,,
LIST-20220428143025,,28/04/2022 14:30:25,,,,,Sanction New,admin,,,,,,
LIST-20220428144146,,28/04/2022 14:41:46,,,,,Sanction New,admin,,,,,,
LIST-20220428144857,,28/04/2022 14:48:57,,,,,Sanction New,admin,,,,,,
LIST-20220428145203,,28/04/2022 14:52:03,,,,,Sanction New,admin,,,,,,
LIST-20220428145935,,28/04/2022 14:59:35,,,,,Sanction New,admin,,,,,,
LIST-20220428150645,,28/04/2022 15:06:45,,,,,Sanction New,admin,,,,,,
LIST-20220508144140,,08/05/2022 14:41:40,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220508144425,,08/05/2022 14:44:25,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220508144820,,08/05/2022 14:48:20,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220508150029,,08/05/2022 15:00:29,,,,,Sanction New,admin,,,,,,
LIST-20220508151127,,08/05/2022 15:11:27,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220508151406,,08/05/2022 15:14:06,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220508152739,,08/05/2022 15:27:39,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220508154024,,08/05/2022 15:40:24,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220508181405,,08/05/2022 18:14:05,,,,,Sanction New,admin,,,,,,
LIST-20220508181425,,08/05/2022 18:14:25,,,,,Sanction New,admin,,,,,,
LIST-20220508181608,,08/05/2022 18:16:08,,,,,Sanction New,admin,,,,,,
LIST-20220508181717,,08/05/2022 18:17:17,,,,,Sanction New,admin,,,,,,
LIST-20220508182418,,08/05/2022 18:24:18,,,,,Sanction New,admin,,,,,,
LIST-20220508182501,,08/05/2022 18:25:01,,,,,Sanction New,admin,,,,,,
LIST-20220508182816,,08/05/2022 18:28:16,,,,,Sanction New,admin,,,,,,
LIST-20220508182959,,08/05/2022 18:29:59,,,,,Sanction New,admin,,,,,,
LIST-20220509085632,,09/05/2022 08:56:32,,,,,Sanction New,admin,,,,,,
LIST-20220509090453,,09/05/2022 09:04:53,,,,,Sanction New,admin,,,,,,
LIST-20220509090522,,09/05/2022 09:05:22,,,,,Sanction New,admin,,,,,,
LIST-20220509090615,,09/05/2022 09:06:15,,,,,Sanction New,admin,,,,,,
LIST-20220509091028,,09/05/2022 09:10:28,,,,,Sanction New,admin,,,,,,
LIST-20220509100127,,09/05/2022 10:01:27,,,,,Sanction New,admin,,,,,,
LIST-20220509100153,,09/05/2022 10:01:53,,,,,Sanction New,admin,,,,,,
LIST-20220509101004,,09/05/2022 10:10:04,,,,,Sanction New,admin,,,,,,
LIST-20220509101600,,09/05/2022 10:16:00,,,,,Sanction New,admin,,,,,,
LIST-20220509101641,,09/05/2022 10:16:41,,,,,Sanction New,admin,,,,,,
LIST-20220509101735,,09/05/2022 10:17:35,,,,,Sanction New,admin,,,,,,
LIST-20220509103344,,09/05/2022 10:33:44,,,,,Sanction New,admin,,,,,,
LIST-20220509103459,,09/05/2022 10:34:59,,,,,Sanction New,admin,,,,,,
LIST-20220509103822,,09/05/2022 10:38:22,,,,,Sanction New,admin,,,,,,
LIST-20220509103936,,09/05/2022 10:39:36,,,,,Sanction New,admin,,,,,,
LIST-20220509104031,,09/05/2022 10:40:31,,,,,Sanction New,admin,,,,,,
LIST-20220509110119,,09/05/2022 11:01:19,,,,,Sanction New,admin,,,,,,
LIST-20220509113826,,09/05/2022 11:38:26,,,,,Sanction New,admin,,,,,,
LIST-20220612103355,,12/06/2022 10:33:55,,,,,Sanction New,admin,,,,,,
LIST-20220807160606,,07/08/2022 16:06:06,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220807161050,,07/08/2022 16:10:50,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220807161210,,07/08/2022 16:12:10,,,,admin,Sanction Terminated,admin,,,,,,
LIST-20220807161525,,07/08/2022 16:15:25,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220807161952,,07/08/2022 16:19:52,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220807163508,,07/08/2022 16:35:08,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220807164251,,07/08/2022 16:42:51,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220807164403,,07/08/2022 16:44:03,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220807165045,,07/08/2022 16:50:45,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220807165214,,07/08/2022 16:52:14,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220807165314,,07/08/2022 16:53:14,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220807173636,,07/08/2022 17:36:36,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926092418,,26/09/2022 09:24:18,,,,,Sanction New,admin,,,,,,
LIST-20220926093017,,26/09/2022 09:30:17,,,,,Sanction New,admin,,,,,,
LIST-20220926100009,,26/09/2022 10:00:09,,,,,Sanction New,admin,,,,,,
LIST-20220926100024,,26/09/2022 10:00:24,,,,,Sanction New,admin,,,,,,
LIST-20220926100635,,26/09/2022 10:06:35,,,,,Sanction New,admin,,,,,,
LIST-20220926101614,,26/09/2022 10:16:14,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926101922,,26/09/2022 10:19:22,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926102402,,26/09/2022 10:24:02,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926102455,,26/09/2022 10:24:55,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926102655,,26/09/2022 10:26:55,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926102927,,26/09/2022 10:29:27,,,,admin,Sanction Terminated,admin,,,,,,
LIST-20220926103046,,26/09/2022 10:30:47,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926105136,,26/09/2022 10:51:36,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926105529,,26/09/2022 10:55:29,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926110009,,26/09/2022 11:00:09,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926110156,,26/09/2022 11:01:56,,,,admin,Sanction Terminated,admin,,,,,,
LIST-20220926110601,,26/09/2022 11:06:01,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926111845,,26/09/2022 11:18:45,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926112112,,26/09/2022 11:21:12,,,,admin,Sanction Terminated,admin,,,,,,
LIST-20220926112227,,26/09/2022 11:22:27,,,,,Sanction New,admin,,,,,,
LIST-20220926113649,,26/09/2022 11:36:49,,,,,Sanction New,admin,,,,,,
LIST-20220926114512,,26/09/2022 11:45:12,,,,,Sanction New,admin,,,,,,
LIST-20220926115052,,26/09/2022 11:50:52,,,,,Sanction New,admin,,,,,,
LIST-20220926115543,,26/09/2022 11:55:43,,,,,Sanction New,admin,,,,,,
LIST-20220926120351,,26/09/2022 12:03:51,,,,,Sanction New,admin,,,,,,
LIST-20220926120811,,26/09/2022 12:08:11,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926120937,,26/09/2022 12:09:37,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926141946,,26/09/2022 14:19:46,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926142212,,26/09/2022 14:22:12,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926155742,,26/09/2022 15:57:42,,,,,Sanction New,admin,,,,,,
LIST-20220926155911,,26/09/2022 15:59:11,,,,,Sanction New,admin,,,,,,
LIST-20220926162744,,26/09/2022 16:27:44,,,,,Sanction New,admin,,,,,,
LIST-20220926163816,,26/09/2022 16:38:16,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926163940,,26/09/2022 16:39:40,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926164336,,26/09/2022 16:43:36,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926164601,,26/09/2022 16:46:01,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926164756,,26/09/2022 16:47:56,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926165805,,26/09/2022 16:58:05,,,,,Sanction New,admin,,,,,,
LIST-20220926170331,,26/09/2022 17:03:31,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926170515,,26/09/2022 17:05:15,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926170715,,26/09/2022 17:07:15,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926173236,,26/09/2022 17:32:36,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926173433,,26/09/2022 17:34:33,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926173450,,26/09/2022 17:34:50,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926173510,,26/09/2022 17:35:10,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926173931,,26/09/2022 17:39:31,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926174048,,26/09/2022 17:40:48,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926174117,,26/09/2022 17:41:17,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926174427,,26/09/2022 17:44:27,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926174626,,26/09/2022 17:46:26,,,,admin,Sanction Closed,admin,,,,,,
LIST-20220926174636,,26/09/2022 17:46:36,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003111530,,03/10/2022 11:15:30,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003111931,,03/10/2022 11:19:31,,,,admin,Sanction Terminated,admin,,,,,,
LIST-20221003112146,,03/10/2022 11:21:46,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003112710,,03/10/2022 11:27:10,,,,admin,Sanction Terminated,admin,,,,,,
LIST-20221003113121,,03/10/2022 11:31:21,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003113350,,03/10/2022 11:33:50,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003113521,,03/10/2022 11:35:21,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003113942,,03/10/2022 11:39:42,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003114229,,03/10/2022 11:42:29,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003114755,,03/10/2022 11:47:55,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003115000,,03/10/2022 11:50:00,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003115127,,03/10/2022 11:51:27,,,,admin,Sanction Terminated,admin,,,,,,
LIST-20221003115458,,03/10/2022 11:54:58,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003115637,,03/10/2022 11:56:37,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003115806,,03/10/2022 11:58:06,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003120118,,03/10/2022 12:01:18,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003120406,,03/10/2022 12:04:06,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003120713,,03/10/2022 12:07:13,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003121818,,03/10/2022 12:18:18,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003122142,,03/10/2022 12:21:42,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003122558,,03/10/2022 12:25:58,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003122952,,03/10/2022 12:29:52,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221003123135,,03/10/2022 12:31:35,,,,,Sanction New,admin,,,,,,
LIST-20221003175653,,03/10/2022 17:56:53,,,,admin,Sanction Closed,admin,,,,,,
LIST-20221007145534,,07/10/2022 14:55:34,,,,,Sanction New,sanction_admin,,,,,,
LIST-20221007161403,,07/10/2022 16:14:03,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007161913,,07/10/2022 16:19:13,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007195823,,07/10/2022 19:58:23,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007195946,,07/10/2022 19:59:47,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007200652,,07/10/2022 20:06:52,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007200745,,07/10/2022 20:07:45,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007200840,,07/10/2022 20:08:40,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007201250,,07/10/2022 20:12:50,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007201359,,07/10/2022 20:13:59,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007201558,,07/10/2022 20:15:58,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007202205,,07/10/2022 20:22:05,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007202740,,07/10/2022 20:27:40,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007202842,,07/10/2022 20:28:42,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007202922,,07/10/2022 20:29:22,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007203010,,07/10/2022 20:30:10,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221007214016,,07/10/2022 21:40:16,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221012172918,,12/10/2022 17:29:18,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221012182654,,12/10/2022 18:26:54,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221012182906,,12/10/2022 18:29:06,,,,sanction_admin,Sanction Terminated,sanction_admin,,,,,,
LIST-20221012183003,,12/10/2022 18:30:03,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221012183147,,12/10/2022 18:31:47,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221012183238,,12/10/2022 18:32:38,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221012183323,,12/10/2022 18:33:23,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221027161443,,27/10/2022 16:14:43,,,,,Sanction New,sanction_admin,,,,,,
LIST-20221106140753,,06/11/2022 14:07:53,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221106144730,,06/11/2022 14:47:30,,,,,Sanction New,sanction_admin,,,,,,
LIST-20221106144828,,06/11/2022 14:48:28,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221106145553,,06/11/2022 14:55:53,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221106150425,,06/11/2022 15:04:25,,,,,Sanction New,sanction_admin,,,,,,
LIST-20221106153251,,06/11/2022 15:32:51,,,,,Sanction New,sanction_admin,,,,,,
LIST-20221106154729,,06/11/2022 15:47:30,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20221108110704,,08/11/2022 11:07:04,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230117093144,,17/01/2023 09:31:44,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230117102037,,17/01/2023 10:20:37,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230117102137,,17/01/2023 10:21:37,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230117102857,,17/01/2023 10:28:57,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230117114327,,17/01/2023 11:43:27,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230117121923,,17/01/2023 12:19:24,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230125163812,,25/01/2023 16:38:12,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230125164159,,25/01/2023 16:41:59,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230125164348,,25/01/2023 16:43:48,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230125174607,,25/01/2023 17:46:07,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230125174751,,25/01/2023 17:47:51,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230125174956,,25/01/2023 17:49:56,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230125175411,,25/01/2023 17:54:11,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230125175611,,25/01/2023 17:56:11,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230125175720,,25/01/2023 17:57:20,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230129130206,,29/01/2023 13:02:06,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230130124856,,30/01/2023 12:48:56,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230130125036,,30/01/2023 12:50:36,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230130140850,,30/01/2023 14:08:50,,,,sanction_admin,Sanction Closed,,,,,,,
LIST-20230130141342,,30/01/2023 14:13:42,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230214144152,,14/02/2023 14:41:52,,,,,Sanction New,test_admin,,,,,,
LIST-20230309172032,,09/03/2023 17:20:32,,,,,Sanction New,test_admin,,,,,,
LIST-20230828171210,,28/08/2023 18:12:10,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230828171306,,28/08/2023 18:13:06,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230828172320,,28/08/2023 18:23:20,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230828172349,,28/08/2023 18:23:50,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230828172541,,28/08/2023 18:25:42,,,,sanction_admin,Checker Return,sanction_admin,,,,,,
LIST-20230829113549,,29/08/2023 12:35:49,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230910152528,,10/09/2023 16:25:28,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230910154146,,10/09/2023 16:41:46,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230910154752,,10/09/2023 16:47:52,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230911093006,,11/09/2023 10:30:06,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230911094440,,11/09/2023 10:44:40,,,,sanction_admin,Maker Accept,sanction_admin,,,,,,
LIST-20230911094742,,11/09/2023 10:47:42,,,,sanction_admin,Maker Accept,sanction_admin,,,,,,
LIST-20230911131945,,11/09/2023 14:19:45,,,,sanction_admin,Maker Reject,sanction_admin,,,,,,
LIST-20230911132844,,11/09/2023 14:28:44,,,,sanction_admin,Maker Accept,sanction_admin,,,,,,
LIST-20230925102515,,25/09/2023 11:25:15,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230925122654,,25/09/2023 13:26:54,,,,sanction_admin,Maker Reject,sanction_admin,,,,,,
LIST-20230925125221,,25/09/2023 13:52:21,,,,sanction_admin,Maker Reject,sanction_admin,,,,,,
LIST-20230925125658,,25/09/2023 13:56:58,,,,,Sanction New,sanction_admin,,,,,,
LIST-20230925130428,,25/09/2023 14:04:28,,,,sanction_admin,Maker Accept,sanction_admin,,,,,,
LIST-20230925131103,,25/09/2023 14:11:03,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230925132020,,25/09/2023 14:20:20,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230925132924,,25/09/2023 14:29:24,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230925134024,,25/09/2023 14:40:24,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230925134728,,25/09/2023 14:47:28,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230925135248,,25/09/2023 14:52:48,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230925135849,,25/09/2023 14:58:49,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230925154724,,25/09/2023 16:47:24,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230925155002,,25/09/2023 16:50:02,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230925161121,,25/09/2023 17:11:21,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-20230927091738,,27/09/2023 10:17:38,,,,sanction_admin,Sanction Closed,sanction_admin,,,,,,
LIST-Apr 10 2022  1:46PM,,10/04/2022 13:46:35,,,,admin,Sanction Closed,admin,,,,,,
LIST-Apr 10 2022  1:50PM,,10/04/2022 13:50:53,,,,admin,Sanction Closed,admin,,,,,,
LIST-Apr 10 2022  1:52PM,,10/04/2022 13:52:16,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022  1:52PM,,10/04/2022 13:52:59,,,,admin,Sanction Closed,admin,,,,,,
LIST-Apr 10 2022  2:02PM,,10/04/2022 14:02:52,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022  2:08PM,,10/04/2022 14:08:17,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022  2:16PM,,10/04/2022 14:16:04,,,,admin,Sanction Closed,admin,,,,,,
LIST-Apr 10 2022  2:41PM,,10/04/2022 14:41:23,,,,admin,Sanction Closed,admin,,,,,,
LIST-Apr 10 2022  2:48PM,,10/04/2022 14:48:10,,,,admin,Sanction Closed,admin,,,,,,
LIST-Apr 10 2022  2:49PM,,10/04/2022 14:49:53,,,,admin,Sanction Closed,admin,,,,,,
LIST-Apr 10 2022  3:03PM,,10/04/2022 15:03:20,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022  3:12PM,,10/04/2022 15:12:13,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022  3:17PM,,10/04/2022 15:17:32,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022  3:31PM,,10/04/2022 15:31:39,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022  3:37PM,,10/04/2022 15:37:38,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022  3:44PM,,10/04/2022 15:44:47,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022  9:35AM,,10/04/2022 09:35:51,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022  9:43AM,,10/04/2022 09:43:34,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022 10:08AM,,10/04/2022 10:08:09,,,,,Sanction New,admin,,,,,,
LIST-Apr 10 2022 11:38AM,,10/04/2022 11:38:49,,,,admin,Sanction Closed,admin,,,,,,
LIST-Apr 10 2022 12:01PM,,10/04/2022 12:01:55,,,,admin,Sanction Closed,admin,,,,,,
LIST-Apr 11 2022 10:02AM,,11/04/2022 10:02:24,,,,,Sanction New,admin,,,,,,
LIST-Apr 11 2022 10:09AM,,11/04/2022 10:09:24,,,,,Sanction New,admin,,,,,,
LIST-Apr 11 2022 10:23AM,,11/04/2022 10:23:35,,,,,Sanction New,admin,,,,,,
LIST-Apr 11 2022 10:28AM,,11/04/2022 10:28:14,,,,,Sanction New,admin,,,,,,
LIST-Apr 11 2022 10:46AM,,11/04/2022 10:46:59,,,,admin,Sanction Closed,admin,,,,,,
M_WF_001-2023-512819,001,08/08/2023 01:04:33,,,,,,,,,Cancel,,,
M_WF_002-2023-512820,001,08/08/2023 01:20:32,,,,,,,,,Cancel,,,
M_WF_003-2023-512821,001,08/08/2023 01:52:45,,,,,,,,,Cancel,,,
M_WF_003-2023-512822,001,09/08/2023 14:22:35,,,,,,,,,Cancel,,,
M_WF_003-2023-512823,001,09/08/2023 14:32:11,,,,mumin,,mumin,,,Cancel,,,
MWF-2023-512826,001,20/08/2023 09:49:28,,,,,New,mumin,,,Cancel,,,
MWF-2023-512827,001,20/08/2023 10:33:01,,,,,New,mumin,,,Cancel,,,
MWF-2023-512862,001,30/08/2023 13:10:59,,,,,New,mumin,,,Cancel,,,
MWF-2023-512863,001,30/08/2023 14:04:55,,,,,New,mumin,,,Cancel,,,
MWF-2023-512864,001,30/08/2023 14:11:47,,,,,New,mumin,,,Cancel,,,
MWF-2023-512865,001,30/08/2023 14:29:03,,,,,New,mumin,,,Cancel,,,
MWF-2023-512866,001,30/08/2023 15:02:32,,,,,New,mumin,,,Cancel,,,
MWF-2023-512868,001,30/08/2023 15:13:09,,,,,New,mumin,,,Cancel,,,
MWF-2023-512869,001,30/08/2023 15:18:45,,,,mumin,Waiting for Reviewing,mumin,,,Cancel,,,
MWF-2023-512874,001,04/09/2023 15:22:33,,,,mumin,Waiting for Reviewing,mumin,,,Cancel,,,
ODC-CRE-2023-502483,001,11/01/2023 15:05:20,abc,500,EUR,fti_maker1,Waiting for Reviewing,,,,Create,ABC,,
ODC-CRE-2023-502702,001,24/05/2023 16:38:54,ABC,200,EUR,fti_maker1,Waiting for Reviewing,fti_maker1,,,Create,ABC,,
ODC-CRE-2023-502703,,24/05/2023 16:48:24,ABC,500006,EUR,dg_ecm_admin,Released,dg_ecm_admin,,,Create,ABC,,
ONBOARDING-21018,,17/02/2022 14:56:35,,0,null,admin,Sanction Terminated,admin,,,,,,
ONBOARDING-21019,,17/02/2022 15:14:36,,0,null,,Sanction New,onboardingadmin,,,,,,
ONBOARDING-21020,,17/02/2022 15:16:41,,0,null,,Sanction New,onboardingadmin,,,,,,
ONBOARDING-21021,,17/02/2022 15:17:40,,0,null,,Sanction New,onboardingadmin,,,,,,
ONBOARDING-21022,,17/02/2022 15:18:11,,0,null,,Sanction New,onboardingadmin,,,,,,
ONBOARDING-21023,,17/02/2022 15:20:44,,0,null,,Sanction New,onboardingadmin,,,,,,
ONBOARDING-21024,,17/02/2022 15:21:04,,0,null,,Sanction New,onboardingadmin,,,,,,
ONBOARDING-21025,,17/02/2022 15:21:57,,0,null,,Sanction New,onboardingadmin,,,,,,
ONBOARDING-21026,,17/02/2022 15:23:05,,0,null,,Sanction New,onboardingadmin,,,,,,
ONBOARDING-21027,,17/02/2022 15:23:29,,0,null,,Sanction New,onboardingadmin,,,,,,
ParallelTest-2023-502795,001,11/07/2023 14:13:31,,,,hana,Rejected,hana,,,,,,
ParallelTest-2023-502796,001,11/07/2023 14:40:17,,,,hana,Rejected,hana,,,,,,
ParallelTest-2023-502810,001,16/07/2023 09:58:40,,,,,New,hana,,,,,,
