GroupName,GroupDescription,Grouptype,CapabilityId,CapabilitiyGroupName,CapName,ComponentName
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,AllowParallelExecution,Options,Allow Parallel Execution on the Same Server,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,e5936a2e-f57a-46d8-91f9-3528ab0146ee,Regression,Linear Regression,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,2dfe3e4d-3a20-4fce-8bc0-6d3e623eea8e,ANOVA,Mixed Models,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,1e926edb-b092-4445-8931-92e169d0b287,Graph,Tile Chart,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,2debfe1a-ccea-4769-b031-a8943a6c4826,Graph,Pie Chart,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,0d429186-fc81-43e3-b1f7-aba0055ac049,Graph,Bubble Plot,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,c3e9d551-8070-404e-9dc7-8ef7b4baf629,Describe,List Report Wizard,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,4d2e1c04-f6da-4ba1-8928-42a6b7e607f7,Data,Split Columns,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,bacf7ce2-405c-4add-9c4e-236b59de17ff,Data,Rank,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,6c27ca4e-9f6a-4d64-9c0b-66859f9b9d0f,Time Series,Regression Analysis of Panel Data,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,b497e329-911a-46fd-8daf-9d8f19cb51c9,Time Series,ARIMA Modeling and Forecasting,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,2ca35611-dbc3-423a-bd1e-799bd69c41c0,Multivariate,Principal Components,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ExportDataToServerFiles,Save or Distribute,Export Data to SAS Server,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,SaveProjectServerFiles,Save or Distribute,Save Project to SAS Server,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,CopyPasteServerContent,Save or Distribute,Copy and Paste SAS Server Content,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,SaveSourceServerFiles,Save or Distribute,Save Files to SAS Server,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,CreateModifyAppendTables,Data,Append Tables,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,abd953d7-9920-4b84-8d98-688668f80bf0,Tools and Help,Update Library Metadata,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,d67af4a1-1628-455d-a411-8cf074318ef5,Tools and Help,Access SAS Macro Variable Viewer,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,AccessSASStudioTasks,Tools and Help,Access SAS Studio Tasks,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ViewCapabilities,Tools and Help,View Capabilities,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,AllowExcelResult,Options,Allow Excel Result Format,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ModifyOptionsPerformance,Options,Modify Performance Options,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ModifyProjectServer,Options,Modify SAS Server Reference in Project or Document,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,95970fbc-2b0d-4c43-8024-8c2b824a942b,Graph,Scatter Plot Matrix,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,12dcbf05-0420-4a13-81e4-9698565b5a2a,Graph,Scatter Plot,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ec243de8-3164-4b0a-9824-b7e3452eaf7f,Graph,Map Chart,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,3c33b31d-2db6-46ac-954b-f4d13dad5cd4,Graph,Surface Plot,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,0199db3c-3cd8-4f56-b9fc-3e23047f2a36,Graph,Line Plot,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,addf2362-59e8-4224-84b3-a2f4117853fe,Graph,Donut Chart,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,38f10a59-fe55-4316-b3fe-aef6a54c4092,Data,Import Stata,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,b02136d3-0380-4177-b4a1-8aa454f6e654,Data,Upload to LASR,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,94cdfba1-6a97-4318-b54e-7dd4c919de35,Data,Stack Columns,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,0771aa89-60ec-4444-a055-466acbc84383,Data,Data Set Attributes,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,754a8023-d64d-4b89-be21-62a91e6ae8b8,Data Mining,Model Scoring,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,edc58e88-7d0d-4fb3-9f58-27e888a590fa,Multivariate,Cluster Analysis,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,AllowPublishing,Save or Distribute,Publish To Distribution Channel,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,SendToJMP,Save or Distribute,Send SAS content to JMP,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,PrintData,Save or Distribute,Print Data and Results,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,OpenSourceServerFiles,Open or Import,Open Files from SAS Server,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,OpenSourceServerOLAP,Open or Import,Open Cube from OLAP Server,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,OpenSourceLocalComputer,Open or Import,Open Files from Local Computer,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,f1613afe-aa29-47e7-9920-dc80941af440,Tools and Help,Access System Options Viewer,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,AllowPowerPointResult,Options,Allow PowerPoint Result Format,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,AllowRTFResult,Options,Allow RTF Result Format,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ModifyOptionsEmail,Options,Modify E-mail Options,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,DebugDATASteps,Content,Debug DATA Steps,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,34d071eb-7855-41fb-acf2-7c60194514a8,ANOVA,t Test,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,3e8b2599-4e09-4023-a484-87d42158cfa5,ANOVA,Linear Models,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,f1924900-881f-4553-9b18-5867e05418eb,Graph,Show ODS Statistical Graph,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,b3089a95-0e2a-4e0a-8105-4e06ecee5915,Graph,Open ODS Graphics Designer,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,9439748d-30d9-4b3d-bc4f-dcb925a0ac3f,Graph,Bar Chart,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,c7cc1bc4-593c-4ca1-9739-e6d694c8c1ba,Graph,Contour Plot,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,f7e9c560-ec4a-4767-923b-31614549e2c2,Describe,Summary Statistics,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,a94ffbd5-293e-4913-8f14-e5d995dbcc9b,Describe,Distribution Analysis,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ExtractDataFromVAReport,Data,Extract Data from SAS Visual Analytics Reports,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,CutAndCopyData,Data,Cut and Copy Table Data,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,c84628c5-7890-4faf-b9b8-79abf1b6a901,Data,Transpose,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,fd3738eb-fd1a-4a5b-ac24-515c7584b648,Time Series,Forecast Studio Override Project,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,b86a6ad7-1c07-4d18-85d6-e6b53461429e,Time Series,Forecast Studio Open Project,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,a7c5ee16-9920-44d7-8a53-a6b2b6f2e757,Multivariate,Correlations,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,37f0c7df-6325-40ae-9026-77f80d0215be,Multivariate,Canonical Correlation,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,TrackProgramHistory,Save or Distribute,Track Program History,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,SaveProgramServerFiles,Save or Distribute,Save Program to SAS Server,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,b244b87c-30f9-41cf-a990-05429d445d14,Tools and Help,Access Catalog and Formats Explorer,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,AccessUnregisteredCustomTasks,Tools and Help,Access Unregistered Custom Tasks,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,3c0d1cb1-78b7-48c2-accf-3a36b6490b20,Regression,Generalized Linear Models,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,dd5a4c5f-96b3-4743-a79d-84daaa3e8fc1,Regression,HP Logistic Regression,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,30516520-5559-4cb8-b5cf-4ee8698178af,Regression,HP Linear Regression,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ffd7e52f-3dd3-4961-a533-cbe319f565b8,ANOVA,One-Way ANOVA,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,61f14b1f-7558-4132-8f73-ab7ff95251e0,Graph,Radar Chart,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,d3932e3a-4fee-43df-956c-a605ac9af3e7,Describe,Summary Tables,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,1f65d7ba-d4d1-4afc-aadb-fc1598677eff,Describe,Characterize Data,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,8f5b3d8e-9d0d-4833-967d-05fb95474019,Data,Import JMP,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ab8bb011-9679-4785-b563-e1ba4daf0b98,Data,Upload to CAS,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,660ed464-dab4-48ad-a1d9-452148b2cffe,Data,Copy Files,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,bb8567eb-017c-4021-a02c-4012dd25370a,Time Series,Forecast Studio Create Project,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,CreateModifyQueryJoinCapability,Content,Create or Modify Data Join in Advanced Query,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,SaveProgramLocalComputer,Save or Distribute,Save Program to Local Computer,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ModifyOutputData,Save or Distribute,Modify Output Data Location in SAS Tasks,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,fdc06bb0-3eac-404b-a5af-b53b79415679,Data,Compare Data,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,197ac995-8634-450c-a8cc-e0e7ce7a3a14,Regression,Logistic Regression,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,8675c61b-e816-48e0-96d1-667668217d98,ANOVA,Nonparametric One-Way ANOVA,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,28f8ac65-3860-4183-afc1-6b4171af5a2b,Data,Sort Data,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,7692c179-1a38-496a-a312-1005634a7e4c,Time Series,Basic Forecasting,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,SaveProjectLocalComputer,Save or Distribute,Save Project to Local Computer,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,CreateModifyDistributeEmailRecipient,Save or Distribute,Send Content to E-mail Recipient,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ca4e7d68-4f64-4ec1-ae3a-7ff4c5711e97,Open or Import,Import Data,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,CreateModifyScheduledProject,Tools and Help,Create or Modify Schedules,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,AllowHTMLResult,Options,Allow HTML Result Format,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,AllowPDFResult,Options,Allow PDF Result Format,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ResetLogin,Options,Reset Login,Enterprise Guide 8
Enterprise Guide: Programming,"Provides SAS programming, stored process authoring, and other capabilities.",ROLE,ModifyOptions,Options,Modify All Options,Enterprise Guide 8
Job Monitor: Operation,Provides default access to the JobMonitor portlet.,ROLE,ViewApplication,Operation,View Application,Job Monitor Services
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,AccessUnregisteredPlugins,General,Access Unregistered Plug-ins,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.console.plugins.servers.Plugin,Plug-ins,Server Manager,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.console.plugins.usermgr.Plugin,Plug-ins,User Manager,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.services.plugins.publish.PublicationFrameworkPlugin,Plug-ins,Publishing Framework,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.console.plugins.services.ServiceManagerPlugin,Plug-ins,Foundation Services Manager,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.console.plugins.authmgr.Plugin,Plug-ins,Authorization Manager,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.services.plugins.monitor.ApplicationMonitorPlugin,Plug-ins,Application Monitor,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.console.plugins.metadataManager.Plugin,Plug-ins,Metadata Manager,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.scheduler.schmgr.ScheduleManager,Plug-ins,Schedule Manager,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.console.searchview.SearchView,Plug-ins,Search View,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.console.folderview.visuals.ConsoleFolderView,Plug-ins,Folder View,Management Console 9.4
Management Console: Advanced,Provides access to all plug-ins in SAS Management Console.,ROLE,com.sas.console.plugins.SASLibraries.Plugin,Plug-ins,Data Library Manager,Management Console 9.4
Management Console: Content Management,"Provides access to the Folders tab, User Manager, Library Manager, and Authorization Manager.",ROLE,com.sas.console.plugins.SASLibraries.Plugin,Plug-ins,Data Library Manager,Management Console 9.4
Management Console: Content Management,"Provides access to the Folders tab, User Manager, Library Manager, and Authorization Manager.",ROLE,com.sas.console.searchview.SearchView,Plug-ins,Search View,Management Console 9.4
Management Console: Content Management,"Provides access to the Folders tab, User Manager, Library Manager, and Authorization Manager.",ROLE,com.sas.console.folderview.visuals.ConsoleFolderView,Plug-ins,Folder View,Management Console 9.4
Management Console: Content Management,"Provides access to the Folders tab, User Manager, Library Manager, and Authorization Manager.",ROLE,com.sas.console.plugins.authmgr.Plugin,Plug-ins,Authorization Manager,Management Console 9.4
Management Console: Content Management,"Provides access to the Folders tab, User Manager, Library Manager, and Authorization Manager.",ROLE,com.sas.console.plugins.usermgr.Plugin,Plug-ins,User Manager,Management Console 9.4
Process Orchestration: Job Administration,Provides all functionality related to administrative activities for Process Orchestration jobs.,ROLE,UnlockOtherUsersJobs,Administrative,Unlock Other Users Jobs,Visual Process Orch
Process Orchestration: Job Administration,Provides all functionality related to administrative activities for Process Orchestration jobs.,ROLE,ViewApplication,Operation,View Application,Visual Process Orch
Process Orchestration: Job Administration,Provides all functionality related to administrative activities for Process Orchestration jobs.,ROLE,StopOtherUsersJobs,Administrative,Stop Other Users Jobs,Visual Process Orch
Process Orchestration: Job Administration,Provides all functionality related to administrative activities for Process Orchestration jobs.,ROLE,RunJobs,Job Management,Run Jobs,Visual Process Orch
Process Orchestration: Job Administration,Provides all functionality related to administrative activities for Process Orchestration jobs.,ROLE,EditJobs,Job Management,Edit Jobs,Visual Process Orch
Process Orchestration: Job Development,Provides functionality related to editing Process Orchestration jobs.,ROLE,ViewApplication,Operation,View Application,Visual Process Orch
Process Orchestration: Job Development,Provides functionality related to editing Process Orchestration jobs.,ROLE,EditJobs,Job Management,Edit Jobs,Visual Process Orch
Process Orchestration: Job Development,Provides functionality related to editing Process Orchestration jobs.,ROLE,RunJobs,Job Management,Run Jobs,Visual Process Orch
Process Orchestration: Job Execution,Provides functionality related to running Process Orchestration jobs.,ROLE,ViewApplication,Operation,View Application,Visual Process Orch
Process Orchestration: Job Execution,Provides functionality related to running Process Orchestration jobs.,ROLE,RunJobs,Job Management,Run Jobs,Visual Process Orch
SAS Studio: Report Consumer,Provides access to view or run existing SAS Studio reports without general access to SAS programming environment.,ROLE,AccessSASStudioReports,Access,Access SAS Studio Reports,SAS Studio Mid-Tier 3.8
SAS Studio: Usage,Provides access to the SAS programming environment.,ROLE,AccessSASStudio,Access,Access SAS Studio,SAS Studio Mid-Tier 3.8
SAS System Services,Service identities that need access to server definitions or other system resources.,Group,WIP_COMMENT_DELETE,Comments,Delete comments,SAS Application Infrastructure
SAS System Services,Service identities that need access to server definitions or other system resources.,Group,WIP_COMMENT_EDIT,Comments,Edit comments,SAS Application Infrastructure
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.console.plugins.metadataManager.Plugin,Plug-ins,Metadata Manager,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.console.plugins.usermgr.Plugin,Plug-ins,User Manager,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.console.plugins.servers.Plugin,Plug-ins,Server Manager,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.services.plugins.publish.PublicationFrameworkPlugin,Plug-ins,Publishing Framework,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.console.plugins.SASLibraries.Plugin,Plug-ins,Data Library Manager,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.services.plugins.monitor.ApplicationMonitorPlugin,Plug-ins,Application Monitor,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.console.folderview.visuals.ConsoleFolderView,Plug-ins,Folder View,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.console.plugins.services.ServiceManagerPlugin,Plug-ins,Foundation Services Manager,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.console.searchview.SearchView,Plug-ins,Search View,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.scheduler.schmgr.ScheduleManager,Plug-ins,Schedule Manager,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,com.sas.console.plugins.authmgr.Plugin,Plug-ins,Authorization Manager,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,AccessUnregisteredPlugins,General,Access Unregistered Plug-ins,Management Console 9.4
SASAdministrators,Users who perform metadata administrative tasks.,Group,UseHTMLThemeDesigner,Basic,Customize HTML Themes,Theme Designer
SNA Investigator,Members of this group have access to Social Network Analysis as an Investigator,Group,View SNA Hub Link,Visual Analytics,View SNA Hub Link,Social Network Analysis 6.2
SNA_INVESTIGATOR,Users who can use SNA.,ROLE,View SNA Hub Link,Visual Analytics,View SNA Hub Link,Social Network Analysis 6.2
Task Manager: Task Administration,Provides functionality related to administrative activities for all tasks.,ROLE,taskInitiation,Task Lifecycle,Initiate Tasks,Task Manager
Task Manager: Task Administration,Provides functionality related to administrative activities for all tasks.,ROLE,ViewAllTasks,Operation,View All Tasks,Task Manager
Task Manager: Task Administration,Provides functionality related to administrative activities for all tasks.,ROLE,taskTermination,Task Lifecycle,Terminate Tasks,Task Manager
Task Manager: Task Administration,Provides functionality related to administrative activities for all tasks.,ROLE,taskManagement,Process Management,Manage Tasks,Task Manager
Task Manager: Task Administration,Provides functionality related to administrative activities for all tasks.,ROLE,ViewAllHiddenDataObjects,Operation,View All Data Objects,Task Manager
Task Manager: Task Administration,Provides functionality related to administrative activities for all tasks.,ROLE,ViewApplication,Operation,View Application,Task Manager
Task Manager: Task Management,Provides functionality related to interacting with active tasks.,ROLE,taskManagement,Process Management,Manage Tasks,Task Manager
Task Manager: Task Management,Provides functionality related to interacting with active tasks.,ROLE,taskInitiation,Task Lifecycle,Initiate Tasks,Task Manager
Task Manager: Task Management,Provides functionality related to interacting with active tasks.,ROLE,ViewApplication,Operation,View Application,Task Manager
Task Manager: Task View,Provides functionality related to viewing active tasks.,ROLE,ViewApplication,Operation,View Application,Task Manager
Theme Designer: Administration,Provides Theme Designer administration capabilities.,ROLE,UseHTMLThemeDesigner,Basic,Customize HTML Themes,Theme Designer
ThemeDesigner Administrators,,Group,UseHTMLThemeDesigner,Basic,Customize HTML Themes,Theme Designer
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,ImportFromCloudera,Self-Service Import,Import from Cloudera,Visual Analytics 7.5
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,com.sas.console.plugins.usermgr.Plugin,Plug-ins,User Manager,Management Console 9.4
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,com.sas.console.plugins.metadataManager.Plugin,Plug-ins,Metadata Manager,Management Console 9.4
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,com.sas.console.searchview.SearchView,Plug-ins,Search View,Management Console 9.4
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,ImportFromSalesforce,Self-Service Import,Import from Salesforce,Visual Analytics 7.5
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,ImportFromNetezza,Self-Service Import,Import from Netezza,Visual Analytics 7.5
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,ImportFromBigInsights,Self-Service Import,Import from BigInsights,Visual Analytics 7.5
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,ImportSASDataSetsFromServer,Self-Service Import,Import SAS Data Sets from a Server,Visual Analytics 7.5
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,com.sas.console.plugins.servers.Plugin,Plug-ins,Server Manager,Management Console 9.4
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,com.sas.services.plugins.publish.PublicationFrameworkPlugin,Plug-ins,Publishing Framework,Management Console 9.4
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,com.sas.console.plugins.SASLibraries.Plugin,Plug-ins,Data Library Manager,Management Console 9.4
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,com.sas.console.plugins.authmgr.Plugin,Plug-ins,Authorization Manager,Management Console 9.4
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,DistributeReports,Advanced,Distribute Reports,Visual Analytics 7.5
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,ManageEnvironment,Advanced,Manage Environment,Visual Analytics 7.5
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,ImportFromMySQL,Self-Service Import,Import from MySQL,Visual Analytics 7.5
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,ImportFromHortonworks,Self-Service Import,Import from Hortonworks,Visual Analytics 7.5
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,ImportFromGreenplum,Self-Service Import,Import from Greenplum,Visual Analytics 7.5
Visual Analytics Data Administrators,Visual Analytics Data Administrators,Group,ImportFromClouderaImpala,Self-Service Import,Import from Cloudera Impala,Visual Analytics 7.5
